Claim Description,Coverage Code,Accident Source,topic,probability,topic_name
GUEST MR. WRIGHT WAS EXITING THE BATHROOM DOOR WHERE HIS FOOT     SCRAPED AGAINST THE SHOWER GUARD CUTTING HIS FOOT. THE INCIDENT   WAS REPORTED BY MR. WRIGHTS GIRLFRIEND THERESA SIMPSON. THE GUEST WAS ASKED IF MEDICAL ATTENTION WAS NEEDED AND THEY DECLINED. WHEN ASSISTANCE GENERAL MANAGER HENRY ASKED WHAT FOOT WAS INJURED MS.  SIMPSON DID NOT KNOW. I TRIED TO REACH OUT TO 215 431 8535 TO GET MORE INFORMATION AND WAS NOT GETTING THROUGH. GUEST WOULD LIKE TO BE CONTACTED.,GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
PASSENGER STARTED SWEARING AT THE DRIVER AND THREATENING HIM .,EL,Assault and/or abuse,2,0.7944595367324776,Water Damage / Frozen Pipes
ATTY REP'D CLMNT ALLEGES SHE SLIPPED AND FELL AT PUMP #2.  SEE EE STMNT FOR DISCREPANCIES IN CLAIMANT'S VERSION OF FACTS,GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
"SMALL PD. A CALLER CLAIMED THAT IV CAME DOWN THE ROAD, MAKING     CONTACT WITH HIS PARKED AND UNOCCUPIED OV, LEAVING A DENT AND A   BLACK SCUFF DOWN THE D/S. NO INJURIES WERE REPORTED.",AL,Struck parked vehicle,6,0.589613172818052,School Bus / Student Accident
NO INJURIES OUR TECHNICIAN WAS BACKING OUT OF THE MIDDLE BAY AND  BACKED INTO A PICK UP TRUCK THAT WAS PARKED .,AD,Backed into vehicle or object,8,0.5147723803002782,Police / Driveway Incidents
MRS. KILBRIGE SAID SHE WENT TO THE DOWNSTAIRS LADY'S BATHROOM.AND SHE SAID THE FLOOR WAS WET   SHE SLIPPED AND WENT TO THE FLOOR,GB,Water,0,1.0,Rear-End Collision (IV hits OV)
THE DRIVER OF THE IV WAS ATTEMPTING TO LEAVE THE KAISER PERMANENTELOCATION WHEN THE IV STRUCK THE OV TO THE P/S. THE OV HAS DAMAGE  TO THE P/S REAR DOOR. THE DRIVER OF THE OV HAS PAIN TO THE BACK.,AB,Sideswipe or lane change,1,0.9596405707935817,Slip / Trip / Fall
ELDON R-I SCHOOL DISTRICT - SUPER WINDY AND A SCHOOL GATE WAS NOT LATCHED CAUSING IT TO SWING OPEN AND SCRATCH/DENT STUDENTS CAR,GD,Not Otherwise Classified,8,0.8972778541411779,Police / Driveway Incidents
"SP VEHICLE WAS TURNING RIGHT WHEN CLAIMANT'S VEHICLE WAS OVER SPEEDING PASSING THROUGH HIS DRIVER SIDE AND COLLIDED WITH HIM. NO INJURIES, AND NO TOW. POLICE WERE CALLED. SP VEHICLE'S BOTTOM DRIVER SIDE BUMPER IS DAMAGE.",AD,Sideswipe or lane change,7,1.0,Food Poisoning / Restaurant Injury
CLIENT HIT PARKED THIRD PARTY VEHICLE .,AD,Insured Hit Parked TP,5,0.3326210061482276,Third Party Reversing
CLAIMANT ALLEGES ALL PARTIES WERE INJURED FROM SHATTERED DEBRIS OFA GLASS WINDOW SHATTERING IN THE BANK.,GB,Alleged improper maintenance - other,14,1.0,Hot Coffee / Beverage Burn
"IV FAILED TO YIELD RIGHT OF WAY TO THE OV, RESULTING IN THE OV    STRIKING THE P/S OF THE IV.NO INJURIES.IV HAS DAMAGE TO THE P/S OFVEHICLE.OV HAS FRONT END DAMAGE.",AD,Intersection accident,1,0.9095244879215608,Slip / Trip / Fall
"OV1 DRIVER STATED HE WAS TRAVELING ON HWY 125, WHEN IV DRIVER     STRUCK HIS VEHICLE ON D/S FRONT, D/S FENDER, FRONT BUMPER, AND    BOTH DOORS ON D/S FRONT AND D/S REAR.OV1 DRIVER STATED THERE WAS  ANOTHER VEHICLE INVOLVED IN THE ACCIDENT, OV2. THERE WERE NO      INJURIES REPORTED.",AD,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
SMALL PD. THE CLAIMANT ALLEGES THAT HER PERSONAL TRASH CAN WAS    THROWN OUT DURING SERVICE.,AL,Accidental disposal of property/object,6,0.7188080333871452,School Bus / Student Accident
"GSR ITTIPHON REPORTS THAT ""MICHELLE FOSTER COME DOWN TO FRONT DES  K AND ASKED IF SHE NEED TO REPORT THAT  SHE FELL IN HER ROOM"". TH",GB,Not Otherwise Classified,0,1.0,Rear-End Collision (IV hits OV)
"THE GUEST, MS. ANNE GETTE, LOST HER GOLD CHAIN WITH A DIAMOND     CHARM IN HER HOTEL ROOM. VALUED AT $4,500. IT HAS NOT BEEN FOUND.",IK,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
V1 BACKED IN TO PARKED V2,AD,Backed into vehicle or object,-1,0.0,Miscellaneous / Noise
THE IV WAS MOVING AROUND THE ROUND ABOUT WHEN THE IV TRAILER WHEELMADE CONTACT WITH THE OV. THE OV INCURRED SCRATCHES TO THE P/S    REAR. NO INJURIES WERE REPORTED.,AD,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
D&D REPORTED THAT AROUND 3:30PM CST THEY DISCOVERED A LARGE       PORTION OF THEIR FENCE/GATE HAD BEEN PULLED DOWN. D&D BELIEVES IT WAS IV AS THEY HAD NO OTHER DELIVERIES IN THAT TIME FRAME.,AD,Damage to landscaping,1,1.0,Slip / Trip / Fall
"BASED ON THE LIMITED INFORMATION TO DATE, THIS MATTER INVOLVES A  MULTIPLE VEHICLE AUTO LOSS, WHEREIN MULTIPLE PEOPLE WERE          TRANSPORTED TO THE HOSPITAL WITH UNKNOWN INJURIES. NO CITATIONS   WERE ISSUED AT THE LOSS SCENE. DUE TO THE SEVERITY OF THE         ACCIDENT, THE INSURED REQUESTS THAT DEFENSE COUNSEL BE ASSIGNED,  IN ORDER TO PROTECT THE INSUREDS INTERESTS AND TO ADDRESS ANY     ISSUES OF EVIDENCE PRESERVATION.",AD,Sideswipe or lane change,5,0.9231792453638864,Third Party Reversing
ORLY WAS BACKING OUT OF A PARKING SPOT. OV PARKED BEHIND ORLY.    ORLY BACKED INTO THE P/S OF THE OV. OV WAS PARKED AND UNOCCUPIED. SEE POLICE REPORT.,AD,Backed into vehicle or object,13,1.0,Two-Vehicle Parked Collision
"A CUSTOMER IN A MOTORIZED CART RAN INTO THIS CUSTOMER,            PUSHING HER ACROSS THE FRONT END OF COURTESY",GB,Cart,0,0.8043646355035883,Rear-End Collision (IV hits OV)
ELK CITY PUBLIC SCHOOLS TOOK THE HIGH SCHOOL BASEBALL TEAM TO     ALABAMA FOR A TOURNAMENT. THE EMPLOYEE DRIVING THE SUBURBAN WAS ATA STOP LIGHT WITH A CAR IN  FRONT OF HIM. THE LIGHT TURNED BACK TORED AND THE EMPLOYEE REAR ENDED THE AUTO IN FRONT OF HIM. NO      INJURES IN EITHER AUTOS.,AD,Struck vehicle in rear,-1,0.0,Miscellaneous / Noise
"MEMBER STATED THAT UPON DELIVERY, GUY MADE AN INAPPROPRIATE       STATEMENT, AND SCRATCHED UP HER WOOD FLOOR",PB,e-Commerce,0,0.8660587695077864,Rear-End Collision (IV hits OV)
"THE OV WAS TRAVELING DOWN THE STREET AND THE IV DUMPSTER          WAS STICKING OUT IN THE STREET, AND THE OV DRIVER SAID THERE WAS ACAR COMING FROM THE OPPOSITE DIRECTION, AND THE OV DIDNT HAVE ROOMTO GOING AROUND THE DUMPSTER AND THE DUMPSTER MADE CONTACT WITH   THE OV P/S MIRROR, KNOCKING THE OV MIRROR OFF. NOT SPD CLAIM",GD,Alleged lack of supervision - other,1,0.8018334978935038,Slip / Trip / Fall
"A CUSTOMER WAS OUTSIDE LOOKING AT THE MOWERS, WHEN HE TRIPPED AND FELL ON A CORD, CONNECTING THE MOWERS. THE CUSTOMER FELL ON HIS   SIDE, TWISTED HIS BACK, AND ALSO SUSTAINED SCRATCHES TO THE LEFT  ARM AND LEG.",GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
MBR DROPPED HIS TRUCK WORKING CONDITION. TRUCK WAS PLACED IN      ANOTHER SPOT. EE WENT TO BRING INTO THE SHOP IT STOPPED SHIFTING,GD,Alleged Negligent Act,-1,0.0,Miscellaneous / Noise
"WHILE TAKING A DRINK OF WATER, A TRACTOR TRAILER IN FRONT OF THE  VEHICLE IN FRONT OF ME STOPPED SUDDENLY FOR A VEHICLE IN FRONT OF THEM THAT WAS MAKING A SUDDEN TURN WITHOUT INDICATION. THE VEHICLEIN FRONT OF ME ALSO STOPPED SUDDENLY, AND THERE WASN'T ENOUGH TIMEFOR ME TO STOP IN TIME. I DIRECTED MYSELF OFF THE ROAD TO AVOID A WORSE ACCIDENT AND HIT THE REAR PASSENGER BUMPER OF THE",AD,Struck vehicle in rear,2,1.0,Water Damage / Frozen Pipes
PD VS VEHICLE 2 WAS PARKED IN THE BUS STOP AND DECIDED TO PULL OUTOF IT AND SIDE SWIPED VEHICLE 1 WHILE VEHICLE 1 WAS DRIVING       STRAIGHT ON ROAD 3.,AD,Sideswipe or lane change,2,0.7749889851057549,Water Damage / Frozen Pipes
UPS VEHICLE WAS PARKED ON THE ON-RAMP TO THE HIGHWAY WHEN ANOTHER SEMI PASSED THE SLEEPER TEAM AND STRUCK THE DRIVER SIDE FLAT AND  CONVEX MIRROR.,AD,Struck parked vehicle,-1,0.0,Miscellaneous / Noise
"ID AXEL SAVARD @ KELLNERSVILLE, WI IV WAS IN TRANSIT WHEN ID LOST CONTROL DURING ICY ROAD CONDITIONS AND WENT INTO DITCH. IV DROVE  THROUGH LARGE SIGN CAUSING DAMAGE TO TRACTOR. AUTO LIABILITY &    PHYSICAL DAMAGE LOSS.",AD,Struck animal or object,-1,0.0,Miscellaneous / Noise
"SHE WAS WAITING FOR TRAFFIC LIGHT TO TURN GREEN I PULLED BEHIND   HER AS , WAS STEPPING ON THE BRAKES I STOPPED TOO (ILLEGIBLE),    HITTING HER FROM BEHIND",AB,Struck vehicle in rear,2,0.9895154619946017,Water Damage / Frozen Pipes
CLAIMANT DROVE OVER POTHOLE CAUSING VEHICLE DAMAGE.,GD,Pothole,9,1.0,Pothole / Road Hazard
UPS WAS INBOUNDING UNION PACIFIC RAILYARD. DROVER PASSED THROUGH  THE CAMERA TUNNEL AND ENTERED THE 3RD LANE. DRIVER PROCEEDED TO   CHANGE LANES FROM 3RD TO 1ST LANE. DRIVER STRUCK GUARD RAIL ON THEDRIVER SIDE FENDER.,AD,Sideswipe or lane change,-1,0.0,Miscellaneous / Noise
THE CLAIMANT WAS SHOPPING IN AISLE 7 WHEN SHE WAS STRUCK BY A CARTFILLED WITH EMPTY BOXES THAT AN EMPLOYEE WAS PUSHING. THE CLAIMANTIS EXPERIENCING PAIN TO HER BACK AND A LEG AS A RESULT.,GB,Cart,0,0.8833951873003911,Rear-End Collision (IV hits OV)
FOOD SPOILAGE.,RC,Windstorm,0,1.0,Rear-End Collision (IV hits OV)
PD  NO INJURIESV1 WAS TRAVELING DOWN A SIDE STREET PAST A FLATBED TRAILER (V2) WHEN THE FRONT LUG NUTS FROM V1 HIT THE TIRE OF V2   AND PUNCTURED THE TIRE.,AD,Struck parked vehicle,11,0.8091646265037391,Rock / Windshield Crack
"UNKNOWN AMOUNT AT THIS TIME AS WE ARE WAITING ON THE INVOICE.     WATER DAMAGE, ISOLATED TO CORRIDOR WALL AND UNIT 104,DUE TO A     STAPLED WATERLINE DURING THE INSTALLATION OF BATT INSULATION.",GD,Alleged damage to property of others,3,1.0,Small Property Damage
GUEST ALLEGES ITEMS ARE MISSING THAT WERE LEFT AT HOTEL,GD,"Burglary, robbery, theft",0,0.9905454527106937,Rear-End Collision (IV hits OV)
CLIENT'S UNMARKED POLICE VEHICLE REAR-ENDED A CLAIMANT VEHICLE    WHEN A TRAFFIC LIGHT TURNED GREEN.,AB,Struck vehicle in rear,-1,0.0,Miscellaneous / Noise
INSURED PERSON STATED SHE WAS FEELING LIGHTHEADED AND WEAK. SHE ALSO STATED SHE HAD A FEW DRINKS AND FELT BUZZED. SHE TRIPPED ON THE,GB,"Walk, path, sidewalk",0,1.0,Rear-End Collision (IV hits OV)
GUEST IS REQUESTING INSURANCE ADJUSTER CONTACT.  GUEST'S CHILD WA  S CUT BY CLOSING DOOR. I REVIEWED THE CAMERA FOOTAGE AND IT LOOKE,GB,Door - Office,-1,0.0,Miscellaneous / Noise
ROCK FROM ROAD - NO ONE AT FAULT,AP,Windshield,10,0.720752738270141,Delivery / Door/Window Damage
** ECOMM (AB) MTH DELIVERY AGENTS DAMAGED HIS FLOOR.,PB,e-Commerce,-1,0.0,Miscellaneous / Noise
"CLAIMANT ALLEGES AS SHE WAS WALKING TO THE VEHICLE IN THE PARKING LOT, SHE TRIPPED AND FELL OVER THE PARKING MEDIAN STOPPER THAT IS LOCATED IN THE HAND I CAP PARKING SPACE. CLAIMANT SUFFERED SCRAPESAND SWELLING TO HER RIGHT ELBOW AND LEFT KNEE. SHE WAS TRANSPORTEDTO THE HOSPITAL VIA AMBULANCE.",GB,Alleged Negligent Act,0,0.9780763584580743,Rear-End Collision (IV hits OV)
OUR VEHICLE MADE CONTACT WITH ANOTHER PARTY'S VEHICLE AS WE BACKEDOUT OF SPACE AT THE ER AMBULANCE PARKING AREA.,AB,Alleged improper maintenance - other,5,0.2573024723291386,Third Party Reversing
VEHICLE WAS STOLEN FROM CUSTOMER ON LOAN AND WRECKED. CUSTOMERS   INSURANCE WAS LAPSED,AP,Theft,5,0.38701432108902395,Third Party Reversing
"THE IV WAS MAKING A LANE CHANGE ON THE STREET, WHEN IT SIDE SWIPEDTHE OV. THE DRIVER OF THE OV SUSTAINED INJURIES REPORTED.",AD,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
"CLAIMANT ALLEGES THAT SHE WAS AT THE FRONT COUNTER AND WAS HANDED A CUP OF COFFEE. THE LID WAS NOT SECURED ON THE CUP, CAUSING THE  COFFEE TO SPILL ON THE CLAIMANT'S LEFT THUMB. THE CLAIMANT        EXPERIENCED A FIRST DEGREE BURN TO HER LEFT THUMB.",PA,Alleged Negligent Act,15,1.0,Rear-End Collision (Client hits others)
AFFTON SCHOOL DISTRICT - SCHOOL BUS WAS MAKING A LEFT FROM PARKINGLOT AND THE TAIL OF THE BUS HIT THE CAR.,AD,Struck parked vehicle,8,0.9846651757071258,Police / Driveway Incidents
THE TEMP EMP WAS PICKING UP LITTER OUTSIDE WHEN HE STEPPED ON A   NAIL WITH HIS RIGHT FOOT. THE TEMP EMP SUSTAINED A PUNCTURE IN HISRIGHT HEEL AS A RESULT OF THE INCIDENT. HE WAS ADVISED TO SEEK    MEDICAL ATTENTION BUT HE REFUSED.,GB,"Sharps(Needles,Razors,Scissors,Knife,etc.)",0,1.0,Rear-End Collision (IV hits OV)
"ON SATURDAY, DECEMBER 3, 2022, AT 21:29HRS SECURITY OPERATIONS RECEIVED A CALL FROM THE  LIFTED POOL BAR. THE SERVER INFORMED US THA",GB,Falling Object,-1,0.0,Miscellaneous / Noise
"FIRST NOTICE FROM LETTER OF REP. MEMBER TRIPPED ON A BROKEN       PARKING BUMP, BREAKING HER JAW, CONCUSSION.",GB,Stationary object,-1,0.0,Miscellaneous / Noise
"MEMBER PURCHASED THE PRO MIX SOIL FOR HIS GARDEN VEGETABLES THAT  HE GREW FROM SEED, AND THEY DIED HE CLAIMS FROM APHIDS.",PB,"Alleged design flaw, defect",0,1.0,Rear-End Collision (IV hits OV)
"THE IV DRIVER WAS BACKING OUT OF HIS RESIDENCE WHEN THE IV SLIPPEDON THE SNOW AND STRUCK THE OV, WHICH WAS PARKED AND UNOCCUPIED.   THE OV D/S REAR DOOR AND THE AREA ABOVE THE TIRE WERE DAMAGED.    THERE WERE NO INJURIES REPORTED.",AD,Backed into vehicle or object,1,0.9986571890875594,Slip / Trip / Fall
EVENT35874: CLAIMANT STATES SP VEHICLE STRUCK AND DAMAGED MAILBOX,AD,Struck mailbox,7,0.8098728448604657,Food Poisoning / Restaurant Injury
UNKNOWN,AD,Sideswipe or lane change,-1,0.0,Miscellaneous / Noise
MISTYPED - INCORRECT MEDICATION,PL,Health Hazard,-1,0.0,Miscellaneous / Noise
V1 HIT OVERHANG OF PROPERTY,AD,"Struck building, overhang",11,1.0,Rock / Windshield Crack
CLAIMANT ALLEGES BURN FROM COFFEE HANDED THROUGH DRIVE THROUGH WINDOW,PA,Alleged Negligent Act,15,1.0,Rear-End Collision (Client hits others)
"ON 11/16/22 AT APPROXIMATELY 11:45AM, NORTHEAST SECURITY OFFICER JELANI GONZALEZ NOTIFIED NORTHEAST SECURITY  SUPERVISOR CADETRA GRO",GB,Ground/floor,-1,0.0,Miscellaneous / Noise
EE IN PARTS VAN (21 PROMASTER VIN T97946) REAR ENDED THIRD PARTY  GERALDINE MICKLER - 2018 CAMRY,AB,Struck vehicle in rear,-1,0.0,Miscellaneous / Noise
"SMALL PD. IV DRIVER SERVICED THE CUST AND WHEN HE WENT TO LEAVE   AFTER SERVICING, HE ACCELERATED AND THE BACK END OF IV SLID ON    SNOW. IV GOT STUCK ON EDGE OF RD, WHICH CAUSED RUT TO THE         CUSTOMER'S ROADWAY ON THE EDGE. IV HAD TO BE PULLED OUT BY A TOW  TRUCK. NO DAMAGE TO IV. NO INJURIES.",AL,Damage to landscaping,6,0.36079628565678407,School Bus / Student Accident
THE IV WAS IN THE PARKING LOT PULLING INTO A PARKING SPACE WHEN   THE IV'S TIRE RUBBED AGAINST THE OV. THERE IS A SMUDGED MARK ON   THE D/S REAR WHEEL OF THE OV.,AD,Sideswipe or lane change,1,0.9735017096083464,Slip / Trip / Fall
FUEL SPILL 50 GALLONS ON EMBARKMENT DUE TO FUEL TANK RUPTURE.,AU,Gasoline spill,-1,0.0,Miscellaneous / Noise
"V1 TRAVELING NORTH ON CAMBRIDGE ST, CAME TO A RED LIGHT AND       STOPPED. THEN MAKING A RIGHT TURN ONTO BOWDIN SQUARE. WHEN MAKING A RIGHT TURN V2 DROVE INTO THE OVER HANGING BOOM ON V1.",AP,Sideswipe or lane change,11,1.0,Rock / Windshield Crack
NO INJURIES BUS DRIVER MISCALCULATED HIS TAIL SWING AND STRUCK V2 WHICH WAS PARKED,AB,Struck parked vehicle,8,0.8453348658490953,Police / Driveway Incidents
INSURED WAS DRIVING WHEN HIS EYES STARTED HURTING. THEY ARE NOW   BOTH HURTING AND SWOLLEN,NS,Not Otherwise Classified,5,0.26381056613779996,Third Party Reversing
"A CUSTOMER CAME INTO THE STORE ON MONDAY, NOVEMBER 28TH, 2022. HE INFORMED US THAT WHEN HE GOT HIS DELIVERY IT WAS DELIVERED TO THE WRONG ADDRESS WHICH WAS HIS NEIGHBOR. THE NEIGHBOR CLAIMS THAT THETRUCK, SPECIFICALLY THE FORKLIFT, HAD DAMAGED THEIR",GD,Alleged Negligent Act,-1,0.0,Miscellaneous / Noise
ROOF LEAKAGE,AD,Other - comprehensive,3,0.3672709806858284,Small Property Damage
"INDIVIDUAL RAN UP TO ALTAR DURING MASS, SOME BROKEN ITEMS AND RED WINE SPLATTERED",RB,Vandalism and Malicious Mischief - Prop.,0,1.0,Rear-End Collision (IV hits OV)
"CAR BUMPED INTO HER FROM BEHIND, NOT RELATED TO CAR WASH          MALFUNCTION.  JUST DROVE INTO HER.",GD,Car Wash,-1,0.0,Miscellaneous / Noise
"CUSTOMER HAD STATED THAT SHE HAD BUMPED HER HEAD ON THE CAR DOOR, (DAUGHTER WAS WITH HER). RENEL ASKED IF HE COULD HELP, CUSTOMER   ASKED FOR ICE PACK, RENEL PROVIDED HIS BUT DID NOT WANT ANY       FURTHER HELP, DID NOT PROVIDE HER NAME OR ANY FURTHER INFO.",GB,Alleged Negligent Act,0,0.9626757847047392,Rear-End Collision (IV hits OV)
ROCK FROM ROAD - NO ONE AT FAULTD,AP,Windshield,10,0.7230705975041601,Delivery / Door/Window Damage
V1 CARGO GOT DAMAGED DUE TO ROOF LEAKAGE,AD,Other - comprehensive,3,0.37075441613689203,Small Property Damage
CUSTOMER LOST FOOTING AS A RESULT OF MAKING CONTACT WITH ASPHALT,GB,Alleged Negligent Act,0,0.9023123778814938,Rear-End Collision (IV hits OV)
"THERE WAS A BREAK IN AT THE PROPERTY CAUSING DAMAGE TO THE SHUTTERDOOR, RACKS, AND $8500 WORTH OF EQUIPMENT WAS STOLEN.",RC,"Burglary, Robbery, Theft - Property",5,0.24042677209292554,Third Party Reversing
"ON 4/11/2023 AT 2:05 PM ET, SUPERVISOR HEATHER MCNEIL REPORTED NONASSOCIATE SUMMER RAINS (325 271 1229) WAS INJURED ON 4/11/2023 AT 12:50 PM CT. RAINS WAS AT THE CASH WRAP WHEN SHE ASKED FOR A CHAIRBECAUSE SHE FELT LIGHT HEADED. WHEN MCNEIL CAME OUT WITH A CHAIR, MCNEIL SAW RAINS FAINT AND FALL BACKWARD, HITTING HER HEAD ON THE FLOOR.",GB,Non Liability Cases - Premises Medical,0,1.0,Rear-End Collision (IV hits OV)
IV RAN OFF ROAD AND FLIPPED,AD,Ran off roadway,-1,0.0,Miscellaneous / Noise
DELIVERY DRIVER WAS PULLING BACKWARDS INTO THE DOCK AND HIT OUR   DOCK DOOR WHEN IT WAS CLOSED,RB,Alleged damage to property of others,-1,0.0,Miscellaneous / Noise
"SMALL PD THE IV WAS BACKING DOWN AN ALLEY TO GET TO A CUSTOMER    LOCATION. IT STRUCK THE REAR CORNER PANEL OF THE PARKED,          UNOCCUPIED OV.THE OV SUSTAINED A DENTED REAR P/S BUMPER COVER,    QUARTER PANEL, AS WELL AS RIPPED THE REAR P/S EXHAUST LOOSE .     THERE WERE NO INJURIES REPORTED.",AL,Backed into vehicle or object,6,0.3627114947190541,School Bus / Student Accident
MEMBER CLAIMS THAT WINDOW IS INOPERABLE DUE TO AN EMPLOYEE        UNLOCKING AND ROLLING DOWN THE WINDOW.,GD,Alleged Negligent Act,14,1.0,Hot Coffee / Beverage Burn
CUSTOMER STATES SHE FELL ONTO HER LEFT SIDE WHILE ARRIVING AT HER CAR DUE TO IMPRESSION IN LOT,GB,Stationary object,0,1.0,Rear-End Collision (IV hits OV)
ORLY WAS BACKING FROM A PARKED POSITION & ALLEGEDLY BACKED INTO   STOPPED OV.,AD,Backed into vehicle or object,13,1.0,Two-Vehicle Parked Collision
VEHICLE STOLEN OFF OF SECURED LOT: SURVEILLANCE VIDEO SHOWS THEFT.,AP,Theft,5,0.2608349715263944,Third Party Reversing
GUEST IN ROOM TOLD ME THAT THE YOUNG LADY AND I CAME IN FROM THE  OUTSIDE AT THE SAME TIME I OPEN THE  HALLWAY DOOR AND LET HER GO,GD,"Animal, Insect",0,0.9126443564119224,Rear-End Collision (IV hits OV)
REAR ENDED CAR IN FRONT OF THEM.,AD,Struck vehicle in rear,2,0.8388212011595336,Water Damage / Frozen Pipes
"BUS #123 WAS DRIVING WESTBOUND ON ELM TREE ROAD. BUS WAS IN THE   RIGHT LANE GOING STRAIGHT, AND THE BUS HAD BEEN ON ELM TREE ROAD  FOR A FEW YARDS. CLAIMANT VEHICLE CAME OVER A BLIND HILL IN THE   BUS'S LANE, BUS SWERVED, CLMT STRUCK FRONT OF BUS",AU,Head-on collision,8,1.0,Police / Driveway Incidents
THE IV WAS INVOLVED IN AN AUTO ACCIDENT WITH FOUR OVS ON THE      TURNPIKE. OV1 INCURRED DAMAGE TO THE FRONT P/S BUMPER. THE OV1    DRIVER AND PASSENGER SUSTAINED INJURIES.,AD,Vehicle Accident,1,0.9964914636535043,Slip / Trip / Fall
GUEST WAS EATING OUT OF A SPIN DIP AND FOUND A ROCK IN HER MOUTH,PA,Alleged foreign object in product,0,1.0,Rear-End Collision (IV hits OV)
PARKED,AD,Struck parked vehicle,-1,0.0,Miscellaneous / Noise
SMALL PD:A RESIDENT OF A NEIGHBORHOOD TOOK SOME PICTURES CLAIMING THE IV DAMAGED A LAWN AREA BETWEEN THE ROAD AND SIDEWALK. NO      INJURIES WERE REPORTED.,AL,Damage to landscaping,6,0.49217214338418547,School Bus / Student Accident
CLAIMANT ALLEGES THAT THE IV STRUCK A SIGNAL LIGHT OF THE OV WHILETHE IV WAS SERVICING AT A TRANSFER STATION. THE IV INCURRED NO    DAMAGE. THE OV LIGHT WAS KNOCKED OFF. THERE WERE NO INJURIES      REPORTED.,AD,Struck animal or object,1,1.0,Slip / Trip / Fall
V1 HIT PEDESTRAIN ---- FATALITY -------CUSTOMER PROVIDES,AD,"Struck pedestrian, bicycle",1,0.8743741200188939,Slip / Trip / Fall
CLAIMANT WAS DRIVING ON THE ROAD AND VEHICLE HIT THE SPEED BUMP   CAUSING VEHICLE DAMAGE.,GD,Speed bump,-1,0.0,Miscellaneous / Noise
THE OV1 CAME INTO CONTACT WITH THE OV2 WHICH SPUN AROUND AND CAME INTO CONTACT WITH THE IV ON THE D/S. THE IV D/S STEP AND FUEL TANKIS DAMAGED. THE OV1 P/S FRONT CORNER PANEL TO THE REAR PANEL WAS  DAMAGED. THE OV2 P/S AND FRONT BUMPER WAS DAMAGED. NO INJURIES    WERE REPORTED.,AP,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
FED EX ALLEGES THAT DOOR WAS NOT UP ALL THE WAY CAUSING HIM TO    DRIVE INTO THE OVERHEAD OF THE DOOR.,GD,Alleged damage to property of others,14,0.9742170006382567,Hot Coffee / Beverage Burn
"THE CUSTOMER WAS WALKING OUTSIDE TO GET PROPANE FILLED, WHEN THE  CUSTOMER SLIPPED ON ICE AND FELL. THE CUSTOMER IS EXPERIENCING    SORENESS TO THE BACK.",GB,"Walk, path, sidewalk",0,1.0,Rear-End Collision (IV hits OV)
THIS GUEST WENT TO SIT ON A CHAIR IN THE LOBBY. I DO BELIEVE THE  CHAIR WAS HALF ON THE RUG AREA AND HALF ON THE TILE AS THE GUEST  CLAIMS. THE RUG AREA IS SLIGHTLY ELEVATED WHICH CAUSE A SHIFT AND CAUSED HER TO FALL.,GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
CUSTOMER ALLEGES BREAKING HIS BRIDGE ON THE BACON IN HIS FRISCO   BURGER.,PA,Food Product,0,0.9342221660853178,Rear-End Collision (IV hits OV)
THE RESIDENT IN 338 CONTACTED THE LEASING OFFICE TO REPORT THAT WHILE SHE WAS TAKING HER DOG OUT AND GOING DOWN THE STAIRS IN  HER B,GB,Ice/water,3,0.3885455478463272,Small Property Damage
THE CONSUMER BROKE HER TOOTH WHILE EATING A PEANUT BUTTER.,PA,Food Product,0,1.0,Rear-End Collision (IV hits OV)
"CLAIMANT WAS DRIVING PAST CONSTRUCTION, DOWN HIGHWAY 155.A LOOSE      ROCK KICKED UP AND STRUCK THE DRIVERS SIDE WINDSHIELD AT EYE  LEVEL,                                                                CRACKING IT. WINDSHIELD HAS BEEN LEAKING RAIN WATER EVER      SINCE. NO                                                             INJURIES WERE REPORTED.",GD,Road debris/road hazard,10,0.7271625880935002,Delivery / Door/Window Damage
"A SIGNIFICANT HAIL STORM HIT LAST NIGHT. THIS MORNING, UPON       INSPECTION, I DISCOVERED A FAIR AMOUNT OF DEBTS ON BOTH THE HOOD  AND THE ROOF OF MY COMPANY TRUCK. NO GLASS WAS BROKEN.",AP,Other - comprehensive,3,0.3672709806858284,Small Property Damage
THE IV WAS DRIVING IN THE LANE WHEN THE OV CHANGED LANES WITHOUT  USING ANY SIGNALS AND STRUCK THE IV ON THE P/S. THE OV DRIVER THENHIT THE BRAKES AND STRUCK THE IV ON THE REAR P/S. THE IV INCURRED DENTS AND SCRATCHES TO THE P/S FENDER. THE IV DRIVER WAS          EXPERIENCING SORENESS IN THE NECK.,AD,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
